County Code,County Description,LEA,School Name --------------------------------,Official School Name --------------------------------,Principal/Director Name Prefix,Principal/Director First Name,Principal/Director Middle Name,Principal/Director Last Name,Principal/Director Name Suffix,Principal/Director Email,Board Chair Name Prefix,Board Chair First Name,Board Chair Middle Name,Board Chair Last Name,Board Chair Name Suffix,Board Chair Email,Address Line1 -------------------,Address Line2,City,State,Zip Code 5,Mailing Address Line1 ---------------,Mailing Address Line2,Mailing City,Mailing State,Mailing Zip Code 5,Phone,Fax,Opening Effective Date,Grade Level Current,Grade Level Approved,Virtual Status
60,Mecklenburg,62K,Movement School Eastland,Movement School Eastland,-,Chelsea,-,Hobbing,-,chelsea.hobbing@movementschool.com,-,Tim,-,hurley,-,tim.hurley@movementfoundation.org,5249 Central Avenue,-,Charlotte,NC,28212,5249 Central Avenue,-,Charlotte ,NC,28212,704.532.0640,704.532.0706,07/01/2020,KG:01:02,KG:01:02:03:04:05:06,NOTVIRTUAL
60,Mecklenburg,62L,Telra Institute,Telra Institute,Dr,Ronak,-,Bhatt,-,ronak@telra.org,Dr,Greg,-,Denlea,-,greg.denlea@telra.org,807 S. Trade St.,-,Matthews,NC,28105,5803 Summerston Pl,-,Charlotte,NC,28277,704.489.3449,-,07/01/2021,KG:01:02:03,KG:01:02:03:04:05,NOTVIRTUAL
63,Moore,63A,The Academy of Moore County,The Academy of Moore County,Ms,Allyson,-,Schoen,-,aschoen@academyofmoorecounty.org,Dr,David,-,Norhdloh,-,David.norhdloh32@gmail.com,12588 US 15-501 Hwy,-,Aberdeen,NC,28315,-,-,-,-,-,910.757.0401,910.757.0403,06/30/1997,KG:01:02:03:04:05,KG:01:02:03:04:05,NOTVIRTUAL
63,Moore,63B,STARS Charter,Sandhills Theatre Arts Renaissance School,Dr,Wesley,-,Graner,-,wgraner@starscharter.org,-,Erin,-,Jessup,-,eljessup2003@gmail.com,140 Southern Dunes Dr,-,Vass,NC,28394,-,-,-,-,-,910.695.1004,910.695.7322,06/30/1999,KG:01:02:03:04:05:06:07:08:10:11:12,KG:01:02:03:04:05:06:07:08:10:11:12,NOTVIRTUAL
63,Moore,63C,Moore Montessori Community School,Moore Montessori Community School,-,Katherine,Stewart,Rucker,-,katherine.rucker@mooremontessori.org,Dr,Benjamin,F.,Greene,-,bgreene@campbell.edu,255 S. May Street,-,Southern Pines,NC,28387,-,-,-,-,-,910.636.1325,910.636.1323,07/01/2018,KG:01:02:03:04:05,KG:01:02:03:04:05:06,NOTVIRTUAL
64,Nash,64A,Rocky Mount Preparatory,"Rocky Mount Preparatory School, Inc.",Dr,Chaunte,-,Garrett,-,cgarrett@rmprep.org,Mr,Keen,-,Gravely,-,kgravely@rmprep.org ,3334 Bishop Road,-,Rocky Mount,NC,27804,-,-,-,-,-,252.443.9923,252.443.9932,06/30/1997,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
65,New Hanover,65A,Cape Fear Center for Inquiry,Cape Fear Center for Inquiry,Mrs,Danielle,-,View,-,dview@cfci.net,-,Lakeasha,-,Glaspie,-,lglaspie@cfci.net,2525 Wonder Way,-,Wilmington,NC,28401,-,-,-,-,-,910.362.0000,910.362.0048,06/30/2000,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
65,New Hanover,65B,Wilmington Preparatory Academy,Wilmington Preparatory Academy,Mr,Kevin,-,Johnson,-,shami_man2b@hotmail.com,Mrs,Valerie,-,Galloway,-,brn2prhm@gmail.com,134 Cinema Drive,-,Wilmington,NC,28403,-,-,-,-,-,910.799.6776,910.338.1834,07/02/2007,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
65,New Hanover,65C,Classical Charter Schools of Wilmington,Classical Charter Schools of Wilmington,Mrs,Nikki,-,Chaney,-,nchaney@rogerbacon.net,Mr,Robert,P,Spencer,-,rspencer@charterdayschool.org,507 N 6th Street,-,Wilmington,NC,28401,-,-,-,-,-,910.763.1976,910.763.1974,07/01/2013,KG:01:02:03:04:05,KG:01:02:03:04:05,NOTVIRTUAL
65,New Hanover,65D,Island Montessori Charter School,Island Montessori Charter School,Mrs,Alicia,-,Rheel,-,arheel@islandmontessorischool.com,-,Eric,-,Jelinski,-,eric@islandmontessorischool.com,6339 Carolina Beach Rd,-,Wilmington,NC,28412,-,-,-,-,-,910.795.4860,910.550.3767,07/01/2013,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
65,New Hanover,65F,American Leadership Academy-Coastal,American Leadership Academy-Coastal,Mrs,Abigail,-,Strait,-,astrait@coastalprep.org,Mr,Dan,-,Mysiuk,-,dmysiuk@coastalprep.org,1135 Pandion Dr,-,Wilmington,NC,28411,-,-,-,-,-,910.839.0012,910.839.0014,07/01/2017,KG:01:02:03:04:05:06:07:08:09,KG:01:02:03:04:05:06:07:08:09,NOTVIRTUAL
65,New Hanover,65G,Girls Leadership Academy of Wilmington,Girls Leadership Academy of Wilmington,-,Kate,-,Tayloe,-,ktayloe@glowacademy.net,-,Kate,-,Groat,-,kgroat@glowacademy.net,4100 Sunglow Drive,-,Wilmington,NC,28405,-,-,-,-,-,910.338.5258,910.401.1899,07/01/2016,06:07:08:09:10:11,06:07:08:09:10:11:12,NOTVIRTUAL
65,New Hanover,65H,Wilmington School of the Arts,Wilmington School of the Arts,-,Kaitlin,-,Baden,-,kaitlin.baden@wilmingtonschoolofthearts.com,Mr,Dustin,-,Richardson,-,dustin.richardson@wilmingtonschoolofthearts.com,1306 Floral Pkwy,-,Wilmington,NC,28403,P. O. Box 4593,-,Wilmington,NC,28406,910.399.3712,910.399.5125,07/01/2020,KG:01:02:03:04:05,KG:01:02:03:04:05:06:07:08,FACEVIRTUAL
66,Northampton,66A,KIPP Gaston College Preparatory,KIPP Gaston College Preparatory,-,Tim,-,Saintsing,-,gastonadmin@kippnc.org,Mr,Dinesh,-,Chopra,-,boardchair@kippnc.org,320 Pleasant Hill Road,-,Gaston,NC,27832,-,-,-,-,-,252.308.6932,252.308.6936,06/30/2001,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
67,Onslow,67B,Z.E.C.A. School of Arts and Technology,Z.E.C.A. School of Arts and Technology,Ms,Stacey,l,Owens-Howard,-,howard_stacey@hotmail.com,Mr,Ernest,-,wright,-,wrightlaw@earthlink.net,1249 Hargett Street,-,Jacksonville,NC,28540,-,-,-,-,-,910.219.8603,910.378.7727,07/01/2013,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
68,Orange,68A,Eno River Academy,Eno River Academy,Ms,Lisa,-,Bair,-,lbair@enoriveracademy.org,-,Michael ,-,O'Malley,-,momalley@enoriveracademy.org,1212 NC Highway 57 North,-,Hillsborough,NC,27278,P.O. Box 1239,-,Hillsborough,NC,27278,919.644.6272,919.644.6275,06/30/1997,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
68,Orange,68C,The Expedition School,The Expedition School,Mrs,Tammy,-,Finch,-,explorer@theexpeditionschool.com,-,Matt,-,Panning,-,mattpanning@theexpeditionschool.com,437 Dimmocks Mill Rd Ste 33,-,Hillsborough,NC,27278,-,-,-,-,-,919.245.8432,919.245.8460,07/01/2014,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
69,Pamlico,69A,Arapahoe Charter School,Arapahoe Charter School,Mr,Chris,-,Watson,-,chris.watson@arapahoecharter.org,Mr,Tim,-,Murray,-,tim.murray@arapahoecharter.org,9005 NC Hwy 306 S,-,Arapahoe,NC,28510,-,-,-,-,-,252.249.2599,252.249.1316,06/30/1997,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,SUPPVIRTUAL
70,Pasquotank,70A,Northeast Academy of Aerospace & AdvTech,Northeast Academy for Aerospace & Advanced Technologies,-,Andrew,-,Harris,-,ceo@northeastacademy.org,Dr,Joe,-,Peel,-,jandcpeel@aol.com,1413 W Ehringhaus St,-,Elizabeth City,NC,27909,PO Box 2889,-,Elizabeth City,NC,27906,252.562.0653,252.679.8994,07/01/2015,05:06:07:08:09:10:11:12,05:06:07:08:09:10:11:12,NOTVIRTUAL
73,Person,73A,Bethel Hill Charter,Bethel Hill Charter,Mrs,Jessica,K.,Poole,-,jessica.poole@bethelhill.net,Mr,Joe,B. ,Berryhill,-,hobfarm@centurylink.net,401 Bethel Hill School Road,-,Roxboro,NC,27574,-,-,-,-,-,336.599.2823,336.599.9299,06/30/2000,KG:01:02:03:04:05,KG:01:02:03:04:05:06,NOTVIRTUAL
73,Person,73B,Roxboro Community School,"Roxboro Community School, Inc.",-,David,R,Ebert,-,ebertdr@roxborocs.org,-,Walter,-,Rogers,-,rogersw@roxborocommunityschool.org,115 Lake Drive,-,Roxboro,NC,27573,-,-,-,-,-,336.597.0020,336.419.4436,07/02/2006,06:07:08:09:10:11:12,06:07:08:09:10:11:12,SUPPVIRTUAL
74,Pitt,74C,Winterville Charter Academy,Winterville Charter Academy,Ms,Stacey,-,Ryan,-,104.sryan@nhaschools.com,Mrs,Sarah ,-,Johnson,-,ncsunsister@gmail.com,4160 Bayswater Road,-,Winterville,NC,28590,-,-,-,-,-,252.689.6153,252.360.4576,07/01/2015,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
76,Randolph,76A,Uwharrie Charter Academy,Uwharrie Charter Academy,Dr,Sharon,-,Castelli,-,sharon_castelli@uwharriecharter.org,Mr,Carter,-,Bills,-,carter_bills@uwharriecharter.org,5154 US Hwy 220 Business South,-,Asheboro,NC,27205,-,-,-,-,-,336.610.0818,336.610.0815,07/01/2015,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
78,Robeson,78A,CIS Academy,CIS Academy,Mr,Billy,-,Haggans,-,bhaggans@cisacademy.us,Mrs,Lori,-,Dove,-,dove01@srmc.org,818 West 3rd Street,-,Pembroke,NC,28372,PO Box 706,-,Lumberton,NC,28359,910.521.1669,910.521.1670,06/30/1997,6:07:08,6:07:08,NOTVIRTUAL
78,Robeson,78B,Southeastern Academy,Southeastern Academy,Mrs,Kristen,M. ,Stone,-,kstone@southeasternacademy.org,Mrs,Shelley,-,Foil,-,shelleyfoil@yahoo.com,12251 NC HWY 41 North,-,Lumberton,NC,28358,-,-,-,-,-,910.738.7828,910.671.8067,07/01/2013,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
78,Robeson,78C,Old Main Stream,Old Main Stream,Dr,Joshua,-,Locklear,-,joshuadwaynelocklear@gmail.com ,Dr,Rose,Marie,Lowry-Townsend,-,rlowrytownsend@bellsouth.net,200 North Odum Street,-,Pembroke,NC,28372,PO Box 128,-,Pembroke ,NC,28372,910.775.9191,910.775.9196,07/01/2021,KG:01:02:03:04,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
79,Rockingham,79A,Bethany Community School,Bethany Community School,Ms,Vicky,-,Bethel,-,vbethel@bcmschool.com,Mr,David ,-,Heller,-,"board@bcmschool.com, dheller@bcswolves.org",1288 Hudson Rd,-,Summerfield,NC,27358,-,-,-,-,-,336.951.2500,336.951.0087,06/30/2000,06:07:08:09:10:11:12,06:07:08:09:10:11:12,NOTVIRTUAL
80,Rowan,80C,Faith Academy Charter School,Faith Academy,Dr,Sarah,-,Hensley,-,shensley@faithacademync.org,Mr,George ,-,Wilhelm,-,gwilhelm@faithacademync.org,1000 School Street,-,Faith,NC,28041,PO Box 182,-,Faith,NC,28041,704.603.8437,-,07/01/2021,KG:01:02:03:04:05:06:07,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
81,Rutherford,81A,Thomas Jefferson Class Academy,Thomas Jefferson Classical Academy: A Challenge Foundation A,Mrs,Dianna,-,Bridges,-,dbridges@tjca.org,Mr,Ray,-,Maxwell,-,rmaxwell@board.tjca.org,2527 US 221A Hwy,-,Mooresboro,NC,28114,-,-,-,-,-,828.657.9998,828.202.5135,06/30/1999,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,SUPPVIRTUAL
81,Rutherford,81B,Lake Lure Classical Academy,Lake Lure Classical Academy,Ms,Barbara,-,Cohen,-,bcohen@llcharter.org,Mr,Todd,-,Morse,-,tmorse@board.llcharter.org,1058 Island Creek Rd. ,-,Lake Lure,NC,28746,PO Box 6,-,Lake Lure,NC,28746,828.625.9292,828.625.9298,07/01/2010,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
84,Stanly,84B,Gray Stone Day,Gray Stone Day School,Mrs,Helen,-,Nance,-,hnance@graystoneday.org,Mr,Stephen,-,Chambers,-,schambers@ce-pa.com,49464 Merner Terrace,-,Misenheimer,NC,28109,PO Box 650,-,Misenheimer,NC,28109,704.463.0567,704.463.0569,06/30/2002,06:07:08:09:10:11:12,06:07:08:09:10:11:12,NOTVIRTUAL
86,Surry,86T,Millennium Charter Academy,Millennium Charter Academy,Mr,Kirby,R,McCrary,-,kirbymccrary@mcacademy.com,Mrs,Renee,-,Francis,-,rfsews@yahoo.com,500 Old Springs Rd,-,Mount Airy,NC,27030,-,-,-,-,-,336.789.7570,336.789.8445,07/02/2007,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
87,Swain,87A,Mountain Discovery,Mountain Discovery Charter School,Mr,Carter,-,Petty,-,cpetty@mountaindiscovery.org,Mr,Ken,-,Joseph,-,kjoseph@mountaindiscovery.org,890 Jenkins Branch Rd N,-,Bryson City,NC,28713,-,-,-,-,-,828.488.1222,828.488.0526,06/30/2002,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
88,Transylvania,88A,Brevard Academy,Brevard Academy: A Challenge Foundation Academy,Mr,Ted,-,Duncan,-,tduncan@brevardacademy.org,Mr,Mark,-,Campanini,-,mcampanini@brevardacademy.org,1110 Hendersonville Highway,-,Pisgah Forest,NC,28768,-,-,-,-,-,828.885.2665,828.862.3497,06/30/1998,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
90,Union,90A,Union Academy,Union Academy Charter School,-,John,D,Marshall,-,jmarshall@unionacademy.org,-,Kevin,-,Sells,-,ksells@uamail.unionacademy.org,675 North ML King Jr Blvd,-,Monroe,NC,28110,-,-,-,-,-,704.238.8883,704.238.8823,06/30/2000,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,NOTVIRTUAL
90,Union,90B,Union Day School,Union Day School,Dr,Tom,-,Miller,-,Tom.Miller@uniondayschool.com,-,Jim,-,Lovell,-,uniondayschool@gmail.com,3000 TILLEY MORRIS ROAD,-,WEDDINGTON,NC,28104,-,-,-,-,-,704.256.1494,704.612.7045,07/01/2016,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
90,Union,90C,Union Prep Academy at Indian Trail,Union Preparatory Academy at Indian Trail,Mrs,Alison,-,Simpson,-,asimpson@indiantrailprep.org,Mrs,Tricia,-,Green,-,tgreen@unionccea.org,2324 Younts Rd,-,Indian Trail,NC,28079,-,-,-,-,-,704.893.3607,704.893.3608,07/01/2016,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
90,Union,90D,Monroe Charter Academy,Monroe Charter Academy,Dr,Camela,-,Ford,-,camela.ford@monroecharteracademy.org,-,Jim,-,Stegall,-,jim.stegall@mcalions.org,2850 Old Charlotte Hwy,-,Monroe,NC,28110,-,-,-,-,-,980.210.3627,980.210.3007,07/01/2019,KG:01:02:03:04:05,KG:01:02:03:04:05,NOTVIRTUAL
90,Union,90F,Apprentice Academy High School,Apprentice Academy High School  of North Carolina,-,Barry,-,Ross,-,principal@aahsnc.org,-,John ,-,Jedra,-,john.jedra@aahsnc.org,2505 Weddington Rd.,-,Monroe,NC,28110,-,-,-,-,-,980.313.8610,980.313.8747,07/01/2019,09:10:11:12,08:09:10:11:12,FACEVIRTUAL
91,Vance,91A,Vance Charter School,Vance Charter School,Dr,Brian ,-,Mathis,-,Mathisb@vancecharter.org,-,Johnny,-,Yount,-,yountj@vancecharter.org,2090 ROSS MILL ROAD,-,Henderson,NC,27537,-,-,-,-,-,252.431.0440,252.436.0688,06/30/1999,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,NOTVIRTUAL
91,Vance,91B,Henderson Collegiate,Henderson Collegiate,Mr,Eric,E.,Sanchez,-,esanchez@hendersoncollegiate.org,Mrs,Stephanie,-,Rogers,-,stephaniehrogers@gmail.com ,1071 Old Epsom Rd,-,Henderson,NC,27536,-,-,-,-,-,252.598.1038,252.598.1037,07/01/2010,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,92B,The Exploris School,The Exploris School,-,Deb Brown,Ethan Burton,Josh Corbat,-,leadership@exploris.org,-,Jerry,-,Hwang,-,jhwang@exploris.org,401 Hillsborough St.,-,Raleigh,NC,27603,-,-,-,-,-,919.715.3690,919.715.2042,06/30/1997,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92D,Magellan Charter,The Magellan Charter School,-,Jessica,-,O'Donovan,-,jodonovan@magellancharter.org,-,Alison ,-,Pulley,-,apulley@magellancharter.org,9324 Baileywick Road,-,Raleigh,NC,27615,-,-,-,-,-,919.844.0277,919.844.3882,06/30/1997,03:04:05:06:07:08,03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92E,Sterling Montessori Academy,Sterling Montessori Academy,-,Josie,-,Spreher,-,jspreher@sterlingmontessori.org,-,Elizabeth ,-,Uzzell ,-,elizabeth.uzzell@lhuf.org,202 Treybrooke Drive,-,Morrisville,NC,27560,-,-,-,-,-,919.462.8889,919.462.8890,06/28/1997,P3:PK:KG:01:02:03:04:05:06:07:08,P3:PK:KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92F,Franklin Academy,Franklin Academy,-,Denise,-,Kent,-,kentd@franklinacademy.org,-,Robert,-,Luddy,-,bob@captiveaire.com,1127 Chalk Rd,-,Wake Forest,NC,27587,-,-,-,-,-,919.570.8262,919.570.8241,06/30/1998,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,92G,East Wake Academy,East Wake Academy,-,Stephen,-,Gay,-,sgay@eastwakeacademy.org,-,John,-,Broadfoot,-,jbroadfoot@eastwakeacademy.org,821 Charter School Way,-,Zebulon,NC,27597,-,-,-,-,-,919.404.0444,919.823.4040,06/30/1998,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,92K,Raleigh Charter High School,Raleigh Charter High School,-,Lisa,-,Huddleston,-,lhuddleston@raleighcharterhs.org,-,Jameson,-,Marks,-,jmarks@raleighcharterhs.org,1307 Glenwood Avenue,-,Raleigh,NC,27605,-,-,-,-,-,919.715.1155,919.715.1176,06/30/1999,09:10:11:12,09:10:11:12,NOTVIRTUAL
92,Wake,92L,Torchlight Academy,Torchlight Academy,Dr,Cynthia,-,McQueen,-,TLAadministrator@TLAedu.org,Dr,Pam,Banks,Lee,-,pblee0405@aol.com,3211 Bramer Drive,-,Raleigh,NC,27604,-,-,-,-,-,919.850.9960,919.850.9961,06/30/1999,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92M,PreEminent Charter,PreEminent Charter School,Ms,Stephanie,-,Solomon,-,38.ssolomon@nhaschools.com,-,Paulette,-,Jones Leaven,-,deltaecupirate@gmail.com,3815 Rock Quarry Road,-,Raleigh,NC,27610,-,-,-,-,-,919.235.0511,919.235.0514,06/30/2000,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92N,Quest Academy,Quest Academy,Mrs,Elizabeth,-,Readmond,-,ereadmond@questcharter.org,-,Brock,-,Lavrack,-,blavrack@questcharter.org,10908 Strickland Road,-,Raleigh,NC,27615,-,-,-,-,-,919.841.0441,-,06/30/1999,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92P,Southern Wake Academy,Southern Wake Academy,Dr,Brittany,-,Ray,-,brittany.ray@swake.org,Ms,Robin,-,Henderson,-,robin.henderson@swake.org,5108 Old Powell Rd,-,Holly Springs,NC,27540,-,-,-,-,-,919.567.9955,919.285.3873,06/28/2000,06:07:08:09:10:11:12,06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,92R,Casa Esperanza Montessori Charter School,Casa Esperanza Montessori Charter School,Ms,GeRita,-,Connor,-,gconnor@cemcs.org,Mrs,Monique,-,Taylor,-,mntaylor@cemcs.org,2600 Sumner Blvd #130,-,Raleigh,NC,27616,-,-,-,-,-,919.855.9811,919.855.9813,06/30/2003,PK:KG:01:02:03:04:05:06:07:08,PK:KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92S,Endeavor Charter School,Endeavor Charter School,Mrs,Christi,-,Whiteside,-,cwhiteside@endeavorcharter.com,Mr,Bill,-,Kroll,-,bkroll@endeavorcharter.com,4879 One World Way,-,Wake Forest,NC,27587,-,-,-,-,-,919.848.0333,919.848.8716,07/01/2008,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92T,Triangle Math and Science Academy,Triangle Math and Science Academy,Mr,Mithat,-,Karabulut,-,principal@tmsacademy.org,Dr,Terrence,W,Thomas,-,tthomas@tmsapcs.org,312 Gregson Dr.,-,Cary,NC,27511,-,-,-,-,-,919.388.0077,919.651.1418,07/01/2012,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,92U,Longleaf School of the Arts,Longleaf School of the Arts,Mrs,Johneka,-,Williams,-,williams@longleafschool.com,Ms,Elizabeth,-,Grovenstein,-,grovenstein@longleafschool.com,322 Chapanoke Road,-,Raleigh,NC,27603,-,-,-,-,-,919.896.8164,919.516.0923,07/01/2013,09:10:11:12,09:10:11:12:XG,SUPPVIRTUAL
92,Wake,92V,Wake Forest Charter Academy,Wake Forest Charter Academy,Dr,Brandi ,-,Gill,-,99.bgill@nhaschools.com,Mrs,Hilda ,-,Parler,-,hilda.wakeforestca@gmail.com,1851 Friendship Chapel Rd,-,Wake Forest,NC,27587,-,-,-,-,-,919.263.8673,919.882.9038,07/01/2014,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,92W,Cardinal Charter Academy,Cardinal Charter Academy,Mrs,April,-,Goff,-,agoff@cardinalcharter.org,-,Allen,-,Taylor,-,ataylorjr@gmail.com,1020 St. Charles Place,-,Cary,NC,27513,-,-,-,-,-,919.653.5000,919.653.6000,07/01/2014,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,92Y,Envision Science Academy,Envision Science Academy,Dr,Charles,-,Fuller,-,cfuller@envisionscienceacademy.com,Mr,Ryan,-,Cotterman,-,rcotterman@envisionscienceacademy.com,590 Traditions Grande Blvd,-,Wake Forest,NC,27587,-,-,-,-,-,919.435.4002,919.307.4308,07/01/2014,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
93,Warren,93A,Haliwa-Saponi Tribal School,Haliwa-Saponi Tribal School,Mr,WARREN,KEITH,BELL,-,warren.bell@hstsedu.org,Rev,Gideon,-,Lee,-,gideongid@hughes.net,130 Haliwa-Saponi Trail,-,Hollister,NC,27844,-,-,-,-,-,252.257.5853,252.257.1093,06/30/2000,KG:01:02:03:04:05:06:07:08:09:10:11:12,KG:01:02:03:04:05:06:07:08:09:10:11:12,NOTVIRTUAL
92,Wake,93J,RISE Southeast Raleigh Charter,RISE Southeast Raleigh Charter School,Ms,Dawn,-,Arthur,-,admin@risese.org,-,Kwan,-,Graham,-,kwan@pefnc.org,3420 Idlewood Village Dr,-,Raleigh,NC,27610,-,-,-,-,-,919.446.4777,919.800.3054,07/01/2015,KG:01:02:03:04:05:06:07,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,93L,Central Wake High School,Central Wake High School,Mr,Thomas,-,Hanley,-,Tom.Hanley@als-education.com,Mr,Asa,-,Fleming,-,Asafleming@gmail.com,1425 Rock Quarry Road ,-,Raleigh,NC,27610,-,-,-,-,-,919.521.5067,919.890.3286,07/01/2016,09:10:11:12,09:10:11:12,NOTVIRTUAL
92,Wake,93M,Peak Charter Academy,Peak Charter Academy,Mr,Steven,-,Pond,-,107.spond@nhaschools.com,-,Scott ,-,Iden,-,siden@nc.rr.com,1601 Orchard Villas Ave,-,Apex,NC,27502,-,-,-,-,-,919.377.1552,919.589.4860,07/01/2017,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,93N,Pine Springs Preparatory Academy,Pine Springs Preparatory Academy,-,Bruce,-,Friend,-,bfriend@pinespringsprep.org,-,Prisciila,-,Maynor,-,pmaynor@pinespingsprep.org,220 Rosewood Centre Dr,-,Holly Springs,NC,27540,-,-,-,-,-,919.439.9448,-,07/01/2017,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,SUPPVIRTUAL
92,Wake,93P,Rolesville Charter Academy,Rolesville Charter Academy,-,Shayla,-,Lowman,-,109.slowman@nhaschools.com,-,Lisa,-,Kane,-,rolesvillecharteracademy@gmail.com,908 Eagle Scholars Drive,-,Rolesville,NC,27571,-,-,-,-,-,919.263.1422,919.882.8872,07/01/2018,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,93Q,Carolina Charter Academy,Carolina Charter Academy: CFA,-,Maria,-,Mills,-,mmills@carolinacharter.org,-,Nolan,-,Perry,-,nperry@carolinacharter.org,8529 NC Highway 55,-,Angier,NC,27501,8529 NC Highway 55,-,Angier,NC,27501,984.300.3015,984.300.1003,07/01/2019,KG:01:02:03:04:05:06:07:08,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,93R,Raleigh Oak Charter,Raleigh Oak Charter School,-,Angela,-,Dawson,-,adawson@raleighoakcharter.org,-,Jeremy,-,Altfeder,-,jaltfeder@raleighoakcharter.org,9400 Forum Drive ,-,Raleigh,NC,27615,-,-,-,-,-,919.424.7626,919.424.7630,07/01/2018,KG:01:02:03:04:05:06:07,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
92,Wake,93T,Cardinal Charter Acad at Wendell Falls,Cardinal Charter Academy at Wendell Falls,Mr,Jack,-,Zellmer,-,jzellmer@ccawendellfalls.org,Mr,Allen ,-,Taylor,-,ataylor@TriangleCharterEducationAssociation.org,6041 Taylor Rd.,-,Wendell,NC,27591,-,-,-,-,-,919.752.8870,919.752.8871,07/01/2020,KG:01:02:03:04:05:06:07,KG:01:02:03:04:05:06:07:08,NOTVIRTUAL
